北京 ---> 沈阳 : 356.2
北京 ---> 哈尔滨 : 653.3
北京 ---> 济南 : 230.5
北京 ---> 石家庄 : 198.6
北京 ---> 太原 : 327.2
北京 ---> 郑州 : 348.6
北京 ---> 西安 : 610.6
北京 ---> 武汉 : 733.2
北京 ---> 上海 : 734.2
北京 ---> 长沙 : 1014.8
北京 ---> 广州 : 1441
北京 ---> 昆明 : 1451.7
北京 ---> 乌鲁木齐 : 1557
北京 ---> 重庆 : 1013.6
北京 ---> ̨台北 : 1639.4
北京 ---> 海口 : 1734.6
沈阳 ---> 北京 : 350
沈阳 ---> 哈尔滨 : 346.5
沈阳 ---> 济南 : 580.5
沈阳 ---> 石家庄 : 548
沈阳 ---> 太原 : 676.6
沈阳 ---> 郑州 : 698
沈阳 ---> 西安 : 960
沈阳 ---> 武汉 : 1082.6
沈阳 ---> 上海 : 1084.2
沈阳 ---> 长沙 : 1364.2
沈阳 ---> 广州 : 1791
沈阳 ---> 昆明 : 1801.1
沈阳 ---> 乌鲁木齐 : 1906.4
沈阳 ---> 重庆 : 1363
沈阳 ---> ̨台北 : 1989.4
沈阳 ---> 海口 : 2084
哈尔滨 ---> 北京 : 600.8
哈尔滨 ---> 沈阳 : 360
哈尔滨 ---> 济南 : 831.3
哈尔滨 ---> 石家庄 : 799.4
哈尔滨 ---> 太原 : 928
哈尔滨 ---> 郑州 : 949.4
哈尔滨 ---> 西安 : 1211.4
哈尔滨 ---> 武汉 : 1334
哈尔滨 ---> 上海 : 1335
哈尔滨 ---> 长沙 : 1615.6
哈尔滨 ---> 广州 : 2041.8
哈尔滨 ---> 昆明 : 2052.5
哈尔滨 ---> 乌鲁木齐 : 2157.8
哈尔滨 ---> 重庆 : 1614.4
哈尔滨 ---> ̨台北 : 2240.2
哈尔滨 ---> 海口 : 2335.4
济南 ---> 北京 : 236.1
济南 ---> 沈阳 : 592.3
济南 ---> 哈尔滨 : 889.4
济南 ---> 石家庄 : 136.8
济南 ---> 太原 : 265.4
济南 ---> 郑州 : 286.8
济南 ---> 西安 : 548.8
济南 ---> 武汉 : 671.4
济南 ---> 上海 : 970.3
济南 ---> 长沙 : 953
济南 ---> 广州 : 1420.5
济南 ---> 昆明 : 1389.9
济南 ---> 乌鲁木齐 : 1495.2
济南 ---> 重庆 : 951.8
济南 ---> ̨台北 : 1596.2
济南 ---> 海口 : 1672.8
石家庄 ---> 北京 : 200
石家庄 ---> 沈阳 : 556.2
石家庄 ---> 哈尔滨 : 853.3
石家庄 ---> 济南 : 148.4
石家庄 ---> 太原 : 128.6
石家庄 ---> 郑州 : 150
石家庄 ---> 西安 : 412
石家庄 ---> 武汉 : 534.6
石家庄 ---> 上海 : 843.8
石家庄 ---> 长沙 : 816.2
石家庄 ---> 广州 : 1283.7
石家庄 ---> 昆明 : 1253.1
石家庄 ---> 乌鲁木齐 : 1358.4
石家庄 ---> 重庆 : 815
石家庄 ---> ̨台北 : 1459.4
石家庄 ---> 海口 : 1536
太原 ---> 北京 : 332
太原 ---> 沈阳 : 688.2
太原 ---> 哈尔滨 : 985.3
太原 ---> 济南 : 280.4
太原 ---> 石家庄 : 132
太原 ---> 郑州 : 240.5
太原 ---> 西安 : 283.4
太原 ---> 武汉 : 549.4
太原 ---> 上海 : 934.3
太原 ---> 长沙 : 831
太原 ---> 广州 : 1298.5
太原 ---> 昆明 : 1124.5
太原 ---> 乌鲁木齐 : 1229.8
太原 ---> 重庆 : 686.4
太原 ---> ̨台北 : 1474.2
太原 ---> 海口 : 1550.8
郑州 ---> 北京 : 355
郑州 ---> 沈阳 : 711.2
郑州 ---> 哈尔滨 : 1008.3
郑州 ---> 济南 : 303.4
郑州 ---> 石家庄 : 155
郑州 ---> 太原 : 234
郑州 ---> 西安 : 290
郑州 ---> 武汉 : 384.6
郑州 ---> 上海 : 693.8
郑州 ---> 长沙 : 666.2
郑州 ---> 广州 : 1133.7
郑州 ---> 昆明 : 1131.1
郑州 ---> 乌鲁木齐 : 1236.4
郑州 ---> 重庆 : 693
郑州 ---> ̨台北 : 1309.4
郑州 ---> 海口 : 1386
西安 ---> 北京 : 619
西安 ---> 沈阳 : 975.2
西安 ---> 哈尔滨 : 1272.3
西安 ---> 济南 : 567.4
西安 ---> 石家庄 : 419
西安 ---> 太原 : 498
西安 ---> 郑州 : 264
西安 ---> 武汉 : 402
西安 ---> 上海 : 957.8
西安 ---> 长沙 : 683.6
西安 ---> 广州 : 1126.5
西安 ---> 昆明 : 841.1
西安 ---> 乌鲁木齐 : 946.4
西安 ---> 重庆 : 403
西安 ---> ̨台北 : 1324.9
西安 ---> 海口 : 1403.4
武汉 ---> 北京 : 720.4
武汉 ---> 沈阳 : 1076.6
武汉 ---> 哈尔滨 : 1373.7
武汉 ---> 济南 : 668.8
武汉 ---> 石家庄 : 520.4
武汉 ---> 太原 : 521.7
武汉 ---> 郑州 : 365.4
武汉 ---> 西安 : 378.9
武汉 ---> 上海 : 643.5
武汉 ---> 长沙 : 281.6
武汉 ---> 广州 : 749.1
武汉 ---> 昆明 : 843.7
