,znum_reactions,znum_comments,znum_shares,znum_likes,znum_loves,znum_wows,znum_hahas,znum_sads,znum_angrys,zencode_type,zweekdays,zhours,zpopularity,zpositive,znegtive
0,0.6460581186924731,0.32332741329964765,1.6867591566738,0.48269237479608784,1.9831257629193468,0.1961819824474999,0.07670761380328527,0.473536764962967,-0.1557369806643104,1.374190471451274,1.48298223268122,-0.2656500763976218,0.7017234451009361,0.6449637438549907,0.3483200252827867
1,-0.17317937764867886,-0.2521883351119566,-0.30412282436713123,-0.14470994610965954,-0.3184318099195928,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647,0.9861648623902771,2.057603809294093,-0.29899748726076225,-0.17247967096876618,-0.19328918915118912
2,-0.0067379865714527285,0.013088455171517247,0.12900798830207896,-0.024569076148984504,0.20692372301103468,-0.03318501195629352,0.07670761380328527,-0.1525761744573101,-0.1557369806643104,1.374190471451274,0.9861648623902771,-0.2656500763976218,0.02213585616840373,-0.005963419800963884,-0.19328918915118912
3,-0.25748086144104015,-0.2521883351119566,-0.30412282436713123,-0.23147835219236929,-0.3184318099195928,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647,0.9861648623902771,-0.8464635478205504,-0.3328466775141068,-0.25681907091089984,-0.19328918915118912
4,-0.037000057676402937,-0.2521883351119566,-0.30412282436713123,-0.024569076148984504,-0.0932794386636096,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647,-0.5042872484825515,-0.7012601799648183,-0.24431802608228265,-0.03623910183147339,-0.19328918915118912
5,-0.02835375164641716,-0.24544400993525814,-0.30412282436713123,-0.008995259672600703,-0.19334715922182438,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647,-0.5042872484825515,-0.8464635478205504,-0.23563874653014302,-0.027588906965613533,-0.19328918915118912
6,0.5898571294975655,0.43798094130352194,0.24298978110976585,0.4515447418433203,1.4327532998491654,0.9989664628607768,0.3294126032019587,-0.1525761744573101,3.9718784843108335,1.374190471451274,-0.5042872484825515,-1.1368702835320148,0.6027796582065444,0.5844123797939716,1.4315384541507383
7,0.14024921593830542,0.25700821572877924,0.09861284355336244,0.1000214556620859,0.48210995454612526,-0.03318501195629352,0.07670761380328527,-0.1525761744573101,1.220134840994071,1.374190471451274,-1.0011046187734942,-0.12044670854188963,0.2660236115835271,0.13892734420218877,0.3483200252827867
8,-0.05861582275136737,-0.2510642809158402,-0.30412282436713123,-0.03791806170017062,-0.19334715922182438,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647,-1.0011046187734942,-0.7012601799648183,-0.2521293776792083,-0.05786458899612304,-0.19328918915118912
9,-0.12994784749875,-0.2420718473469089,-0.2965240381799521,-0.10688782038129888,-0.24338101950093174,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647,-0.5042872484825515,-0.5560568121090861,-0.2729596486043434,-0.1292286966394669,-0.19328918915118912
