,znum_reactions,znum_comments,znum_shares,znum_likes,znum_loves,znum_wows,znum_hahas,znum_sads,znum_angrys,zencode_type
0,0.6460581186924731,0.32332741329964765,1.6867591566738,0.48269237479608784,1.9831257629193468,0.1961819824474999,0.07670761380328527,0.473536764962967,-0.1557369806643104,1.374190471451274
1,-0.17317937764867886,-0.2521883351119566,-0.30412282436713123,-0.14470994610965954,-0.3184318099195928,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
2,-0.0067379865714527285,0.013088455171517247,0.12900798830207896,-0.024569076148984504,0.20692372301103468,-0.03318501195629352,0.07670761380328527,-0.1525761744573101,-0.1557369806643104,1.374190471451274
3,-0.25748086144104015,-0.2521883351119566,-0.30412282436713123,-0.23147835219236929,-0.3184318099195928,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
4,-0.037000057676402937,-0.2521883351119566,-0.30412282436713123,-0.024569076148984504,-0.0932794386636096,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
5,-0.02835375164641716,-0.24544400993525814,-0.30412282436713123,-0.008995259672600703,-0.19334715922182438,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
6,0.5898571294975655,0.43798094130352194,0.24298978110976585,0.4515447418433203,1.4327532998491654,0.9989664628607768,0.3294126032019587,-0.1525761744573101,3.9718784843108335,1.374190471451274
7,0.14024921593830542,0.25700821572877924,0.09861284355336244,0.1000214556620859,0.48210995454612526,-0.03318501195629352,0.07670761380328527,-0.1525761744573101,1.220134840994071,1.374190471451274
8,-0.05861582275136737,-0.2510642809158402,-0.30412282436713123,-0.03791806170017062,-0.19334715922182438,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
9,-0.12994784749875,-0.2420718473469089,-0.2965240381799521,-0.10688782038129888,-0.24338101950093174,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
10,-0.04348478719889226,-0.2499402267197238,-0.2813264658055939,-0.029018737999379873,-0.143313298942717,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
11,-0.017545869108934943,-0.24769211832749097,-0.30412282436713123,-0.004545597822205331,-0.19334715922182438,0.31086547964939665,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
12,0.1791575930732414,-0.24769211832749097,-0.288925251992773,0.20013884729598175,-0.1683302290822707,0.0814984852456032,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
13,-0.04564636370638871,-0.24769211832749097,-0.30412282436713123,-0.033468399849775246,-0.1182963688031633,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
14,0.250489617820624,-0.23982373895467607,-0.30412282436713123,0.26688377505191235,-0.06826250852405592,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
15,0.22022754671567382,-0.13978291550031516,-0.07615923875175745,0.1956891854455864,0.25695758329014207,-0.03318501195629352,1.0875275713979788,-0.1525761744573101,-0.1557369806643104,1.374190471451274
16,-0.2056030252611255,0.03556953909384554,0.29618128442001973,-0.21812936664118315,0.13187293259237362,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,1.374190471451274
17,-0.17317937764867886,-0.05772695918381688,0.053020126430287695,-0.18475690276321788,0.08183907231326623,-0.03318501195629352,-0.17599737559538817,0.473536764962967,-0.1557369806643104,1.374190471451274
18,-0.01970744561643139,-0.06559533855663179,-0.0305665216286827,-0.05126704725135673,0.38204223398791054,-0.14786850915819022,0.07670761380328527,-0.1525761744573101,-0.1557369806643104,1.374190471451274
19,-0.16885622463368596,-0.2499402267197238,-0.30412282436713123,-0.14693477703485722,-0.24338101950093174,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
20,0.008393048981022375,-0.2353275221702104,-0.2965240381799521,0.013253049579376156,-0.018228648244948537,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
21,-0.0067379865714527285,-0.24431995573914173,-0.2965240381799521,0.004353725878585413,-0.143313298942717,0.0814984852456032,0.07670761380328527,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
22,-0.28558135603849394,-0.2521883351119566,-0.30412282436713123,-0.26485081607033456,-0.3184318099195928,0.0814984852456032,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
23,-0.4585074766382094,-0.2521883351119566,-0.30412282436713123,-0.43838762823575406,-0.3184318099195928,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,1.374190471451274
24,-0.27693505000850815,-0.2521883351119566,-0.30412282436713123,-0.25595149236954384,-0.3184318099195928,0.0814984852456032,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
25,-0.41743752299577697,-0.2521883351119566,-0.2965240381799521,-0.396115840656998,-0.3184318099195928,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,1.374190471451274
26,-0.3352976157109121,-0.2117223840517657,-0.19773981774662347,-0.3226964201254744,-0.19334715922182438,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,1.374190471451274
27,-0.30287396809846545,-0.16451210781487627,-0.23573374868251912,-0.2893239562475091,-0.19334715922182438,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,1.374190471451274
28,-0.18398726018616107,-0.2420718473469089,-0.30412282436713123,-0.17140791721203177,-0.143313298942717,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
29,0.049463002623454794,0.08502792372296779,-0.06856045256457834,0.03105169698095764,0.23194065315058837,-0.03318501195629352,0.07670761380328527,-0.1525761744573101,-0.1557369806643104,1.374190471451274
30,-0.31368185063594767,-0.2521883351119566,-0.30412282436713123,-0.29822327994829984,-0.26839794964048547,0.0814984852456032,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
31,-0.4001449109358054,-0.23645157636632683,-0.30412282436713123,-0.389441347881405,-0.19334715922182438,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,1.374190471451274
32,-0.2985508150834726,-0.2521883351119566,-0.30412282436713123,-0.2893239562475091,-0.21836408936137805,0.0814984852456032,0.07670761380328527,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
33,-0.22721879033608994,-0.2510642809158402,-0.30412282436713123,-0.22035419756638086,-0.1182963688031633,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
34,-0.2401882493810686,-0.24769211832749097,-0.30412282436713123,-0.22035419756638086,-0.24338101950093174,-0.14786850915819022,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
35,0.13592606292331252,-0.2431959015430253,-0.30412282436713123,0.1467429050912373,-0.04324557838450223,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
36,-0.2207340608136006,-0.09819291024400781,-0.10655438350047396,-0.23370318311756696,0.08183907231326623,0.0814984852456032,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,1.374190471451274
37,-0.3158434271434441,-0.2353275221702104,-0.2053386039338026,-0.3048977727238929,-0.19334715922182438,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
38,-0.3547518042783801,-0.23982373895467607,-0.2585301072440565,-0.3427198984522536,-0.21836408936137805,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,-0.7480533015457647
39,-0.12778627099125356,0.07603549015403648,-0.09135681112611571,-0.14470994610965954,0.1568898627319273,-0.03318501195629352,0.07670761380328527,-0.1525761744573101,-0.1557369806643104,1.374190471451274
40,-0.30287396809846545,-0.17125643299157475,-0.12935074206201133,-0.30267294179869525,-0.06826250852405592,-0.03318501195629352,-0.17599737559538817,-0.1525761744573101,-0.1557369806643104,1.374190471451274
41,-0.19695671923113975,-0.20835022146341645,-0.23573374868251912,-0.20923004294039244,0.08183907231326623,-0.03318501195629352,0.07670761380328527,-0.1525761744573101,-0.1557369806643104,1.374190471451274
42,0.012716201996015261,-0.04873452561488556,-0.1445483144363696,-0.03124356892457756,0.507126884685679,-0.14786850915819022,0.07670761380328527,-0.1525761744573101,1.220134840994071,1.374190471451274
